46T65;2;406100605;42
47K3J;2;407120301;139
47AA9;2;407131309;314
4A898;2;413080908;788
532A2;2;503021302;11
54Q49;2;504110409;800
54KKA;2;504121213;721
5579A;2;505070913;373
558T4;2;505081004;407
56223;2;506020203;141
563A5;2;506031305;156
5684J;2;506080401;956
56862;2;506080602;63
5852Q;2;508050211;601
598K5;2;509081205;791
5T7J3;2;510070103;482
5Q54T;2;511050410;9
5KJ8A;2;512010813;842
5A8J3;2;513080103;40
6J57Q;2;601050711;157
6J58Q;2;601050811;687
6JAQ2;2;601131102;955
62JQ8;2;602011108;474
62825;2;602080205;207
62928;2;602090208;233
64796;2;604070906;45
64TT2;2;604101002;827
653K6;2;605031206;797
66287;2;606020807;443
665AT;2;606051310;798
684T6;2;608041006;523
69J7Q;2;609010711;57
6K68A;2;612060813;216
6K7Q6;2;612071106;384
6KK8T;2;612120810;279
6KA2J;2;612130201;748
6A78J;2;613070801;562
6AKJ9;2;613120109;178
6AK88;2;613120808;819
7336A;2;703030613;182
742Q4;2;704021104;259
7538J;2;705030801;630
75AA2;2;705131302;92
76864;2;706080604;345
76K74;2;706120704;815
772T5;2;707021005;480
78T33;2;708100303;682
78Q5J;2;708110501;818
78QT8;2;708111008;424
7T2KK;2;710021212;202
7T847;2;710080407;328
7T973;2;710090703;531
7TQ6T;2;710110610;171
7TK88;2;710120808;736
7KQJ3;2;712110103;451
7A275;2;713020705;416
8J572;2;801050702;121
8J76Q;2;801070611;308
8JA4T;2;801130410;481
8JAT9;2;801131009;442
826JT;2;802060110;172
828KT;2;802081210;778
82K23;2;802120203;250
82AA9;2;802131309;306
8323Q;2;803020311;627
859T8;2;805091008;655
862T2;2;806021002;558
8948Q;2;809040811;828
8Q4JT;2;811040110;44
8Q4Q5;2;811041105;542
8Q656;2;811060506;74
8Q928;2;811090208;678
8Q93J;2;811090301;872
8K696;2;812060906;463
8KQJ4;2;812110104;241
8AA67;2;813130607;145
9JK3Q;2;901120311;412
93965;2;903090605;676
93KA3;2;903121303;55
94J68;2;904010608;79
954TJ;2;905041001;135
979T6;2;907091006;134
9TK39;2;910120309;981
9TKT4;2;910121004;310
9QA49;2;911130409;302
9K6KQ;2;912061211;638
9A975;2;913090705;821
TJ562;2;1001050602;245
TJK9A;2;1001120913;168
T269T;2;1002060910;794
T39QJ;2;1003091101;281
T556Q;2;1005050611;999
T73JA;2;1007030113;633
T7479;2;1007040709;705
T76JA;2;1007060113;761
T8K5T;2;1008120510;466
T989A;2;1009080913;462
T9AJ6;2;1009130106;360
TKJQ7;2;1012011107;48
TK9T8;2;1012091008;220
TAJ49;2;1013010409;697
Q252K;2;1102050212;660
Q452J;2;1104050201;450
Q4KT4;2;1104121004;61
Q696T;2;1106090610;949
Q7TJ4;2;1107100104;594
Q8738;2;1108070308;515
Q8KKT;2;1108121210;430
Q96A9;2;1109061309;358
QTKQ6;2;1110121106;796
QQ367;2;1111030607;28
QA366;2;1113030606;651
QA36Q;2;1113030611;923
QAT4A;2;1113100413;625
K23TK;2;1202031012;144
K29J5;2;1202090105;752
K38AJ;2;1203081301;659
K492J;2;1204090201;408
K5J74;2;1205010704;339
K5K37;2;1205120307;875
K7KA2;2;1207121302;843
K8227;2;1208020207;368
K96QQ;2;1209061111;374
KTAT5;2;1210131005;989
KQJA9;2;1211011309;764
KK587;2;1212050807;607
KK7Q3;2;1212071103;469
KAK46;2;1213120406;666
AJ725;2;1301070205;60
AJ758;2;1301070508;506
AJT47;2;1301100407;713
A2624;2;1302060204;767
A2TQJ;2;1302101101;64
A59A8;2;1305091308;274
A6A24;2;1306130204;332
A79QQ;2;1307091111;900
A7TA5;2;1307101305;803
A9282;2;1309020802;587
AT4J2;2;1310040102;300
AT727;2;1310070207;576
AK8K3;2;1312081203;479
AK8A9;2;1312081309;316
AKK97;2;1312120907;417
AA3Q5;2;1313031105;433
2233T;3;202030310;68
22776;3;202070706;977
22QQ7;3;202111107;927
242K4;3;204021204;242
24642;3;204060402;395
24924;3;204090204;118
26KK6;3;206121206;801
27828;3;207080208;896
299T2;3;209091002;599
2TTQQ;3;210101111;104
2KK62;3;212120602;400
2A299;3;213020909;733
32432;3;302040302;16
33994;3;303090904;919
33A88;3;303130808;547
35T35;3;305100305;795
35AA5;3;305131305;954
3T3KK;3;310031212;8
3TT36;3;310100306;533
3K77K;3;312070712;850
44669;3;404060609;708
45488;3;405040808;441
46Q4Q;3;406110411;836
47A4A;3;407130413;517
4Q334;3;411030304;22
4A774;3;413070704;720
52KK5;3;502121205;998
535K3;3;503051203;110
54K4K;3;504120412;814
5522A;3;505020213;238
55TT4;3;505101004;170
57474;3;507040704;237
57K5K;3;507120512;874
59335;3;509030305;472
59QQ9;3;509111109;556
5T5QT;3;510051110;294
64622;3;604060202;663
64K6K;3;604120612;684
6633A;3;606030313;613
66TT8;3;606101008;572
6KK96;3;612120906;222
6KKT6;3;612121006;336
6A6A2;3;613061302;147
7227T;3;702020710;255
7272Q;3;702070211;734
73T3T;3;703100310;583
74554;3;704050504;793
74799;3;704070909;785
7667K;3;706060712;487
77QQ4;3;707111104;806
78448;3;708040408;148
79669;3;709060609;123
79957;3;709090507;983
799T7;3;709091007;963
7T47T;3;710040710;629
7Q7Q2;3;711071102;394
7K57K;3;712050712;986
7K6K6;3;712061206;614
833QQ;3;803031111;735
83866;3;803080606;592
844QQ;3;804041111;246
86T8T;3;806100810;369
86A68;3;806130608;718
87867;3;807080607;777
8989Q;3;809080911;857
89T98;3;809100908;428
8QKKQ;3;811121211;426
8A4A8;3;813041308;252
8A86A;3;813080613;473
98968;3;908090608;560
9TT96;3;910100906;703
9A9KK;3;913091212;18
T4433;3;1004040303;112
T4466;3;1004040606;266
T57T7;3;1005071007;727
T63T6;3;1006031006;566
T7T67;3;1007100607;895
T8282;3;1008020802;504
T955T;3;1009050510;319
T9944;3;1009090404;256
TT3KK;3;1010031212;1000
TT488;3;1010040808;36
TT7AA;3;1010071313;690
TTKK5;3;1010121205;254
TQTQ4;3;1011101104;974
Q3AQA;3;1103131113;56
Q4Q45;3;1104110405;641
Q6767;3;1106070607;810
Q7Q78;3;1107110708;938
Q9339;3;1109030309;529
QQ7KK;3;1111071212;359
QQA88;3;1111130808;23
QQAA6;3;1111131306;775
K3Q3Q;3;1203110311;491
K3K66;3;1203120606;578
K42K2;3;1204021202;232
K442K;3;1204040212;783
K554K;3;1205050412;920
K5KQQ;3;1205121111;299
KK3Q3;3;1212031103;520
KK559;3;1212050509;521
KK5T5;3;1212051005;910
KK939;3;1212090309;915
KA9A9;3;1213091309;69
A27A2;3;1302071302;760
A3Q3A;3;1303110313;776
A4A45;3;1304130405;343
A65A5;3;1306051305;206
A7733;3;1307070303;930
A77A9;3;1307071309;304
A9494;3;1309040904;391
A9889;3;1309080809;664
ATQQT;3;1310111110;155
AKA66;3;1312130606;505
AA252;3;1313020502;758
AA55Q;3;1313050511;189
J3347;4;103030407;755
J367J;4;103060701;114
J4472;4;104040702;950
J45J6;4;104050106;787
J49AA;4;104091313;132
J525T;4;105020510;657
J544K;4;105040412;550
J5495;4;105040905;624
J5AA4;4;105131304;844
J665T;4;106060510;766
J6A33;4;106130303;975
J828T;4;108020810;622
J8836;4;108080306;545
J9JQA;4;109011113;264
JT38J;4;110030801;957
JTT83;4;110100803;936
JTA9T;4;110130910;346
JTAA2;4;110131302;371
JQTQ3;4;111101103;198
JK6AA;4;112061313;861
JKK25;4;112120205;195
JATAQ;4;113101311;291
JAQ2A;4;113110213;91
JAA35;4;113130305;740
2J239;4;201020309;885
2J283;4;201020803;24
2J2A7;4;201021307;932
2J757;4;201070507;286
2JA6J;4;201130601;577
22239;4;202020309;375
22246;4;202020406;389
22263;4;202020603;960
22428;4;202040208;404
22429;4;202040209;882
22732;4;202070302;99
22Q26;4;202110206;812
22Q27;4;202110207;111
23J2A;4;203010213;34
23JTT;4;203011010;695
232J6;4;203020106;87
23393;4;203030903;140
23733;4;203070303;445
2422A;4;204020213;834
25J85;4;205010805;174
25A55;4;205130505;683
25AAA;4;205131313;689
26555;4;206050505;350
27292;4;207020902;25
279JJ;4;207090101;691
288K8;4;208081208;866
2T333;4;210030303;658
2TTKJ;4;210101201;105
2K22T;4;212020210;513
2K322;4;212030202;698
2AJT2;4;213011002;355
32242;4;302020402;569
33J56;4;303010506;249
33348;4;303030408;203
333Q8;4;303031108;590
333Q9;4;303031109;603
335A3;4;303051303;284
337JT;4;303070110;911
33TJ4;4;303100104;77
33Q37;4;303110307;870
35339;4;305030309;892
35KJ3;4;305120103;75
38JQ3;4;308011103;503
38JK8;4;308011208;725
39K9J;4;309120901;406
3Q3K3;4;311031203;904
3QQQ4;4;311111104;38
3KKK8;4;312121208;37
4J2JT;4;401020110;499
4JQ22;4;401110202;54
422J7;4;402020107;717
4244A;4;402040413;164
4332J;4;403030201;514
43944;4;403090404;150
4442Q;4;404040211;969
44492;4;404040902;96
444A6;4;404041306;573
4464K;4;404060412;231
4556J;4;405050601;169
46665;4;406060605;478
48744;4;408070404;976
48777;4;408070707;820
4TT5T;4;410100510;165
4TTTK;4;410101012;854
4KAKK;4;412131212;539
5JJ76;4;501010706;611
5J527;4;501050207;620
53455;4;503040505;826
535K5;4;503051205;459
54525;4;504050205;516
5455Q;4;504050511;973
5558T;4;505050810;688
55T59;4;505100509;331
55K56;4;505120506;381
58355;4;508030505;730
58A55;4;508130505;926
595J8;4;509050108;538
5975J;4;509070501;835
5T999;4;510090909;609
5KK2K;4;512120212;177
5AJ3J;4;513010301;159
6J76K;4;601070612;581
62966;4;602090606;567
63433;4;603040303;858
64J4A;4;604010413;209
66J2K;4;606010212;295
66263;4;606020603;741
66268;4;606020608;528
6665A;4;606060513;136
66T68;4;606100608;612
66TKJ;4;606101201;226
66TK6;4;606101206;423
685J6;4;608050106;913
688J9;4;608080109;344
68884;4;608080804;399
6AJQQ;4;613011111;173
6ATJJ;4;613100101;916
7JT78;4;701100708;738
72KKK;4;702121212;471
73334;4;703030304;934
748J8;4;704080108;816
75J7A;4;705010713;377
76877;4;706080707;757
77473;4;707040703;646
7765J;4;707060501;732
77736;4;707070306;771
7782J;4;707080201;183
77T37;4;707100307;436
77TK7;4;707101207;200
77Q57;4;707110507;327
78868;4;708080608;848
79775;4;709070705;429
79T99;4;709100909;1
79Q99;4;709110909;317
7TJ73;4;710010703;95
7K555;4;712050505;149
7A787;4;713070807;461
7A87J;4;713080701;106
8JJ62;4;801010602;940
8J3J5;4;801030105;829
8J699;4;801060909;184
83878;4;803080708;277
83AAA;4;803131313;935
8444T;4;804040410;864
84K4J;4;804120401;890
85J35;4;805010305;763
865J5;4;806050105;881
87KKK;4;807121212;924
88638;4;808060308;35
8882Q;4;808080211;856
88983;4;808090803;239
88A86;4;808130806;922
89777;4;809070707;593
8TTJ7;4;810100107;849
8TK88;4;810120808;41
8QT88;4;811100808;221
8KJJ7;4;812010107;536
8AJTA;4;813011013;498
8A8J7;4;813080107;643
8AQ88;4;813110808;81
9J4KK;4;901041212;72
9J6AJ;4;901061301;883
92J49;4;902010409;579
93996;4;903090906;837
9665J;4;906060501;194
98788;4;908070808;90
9939T;4;909030910;640
999QK;4;909091112;146
99T2J;4;909100201;867
99TK9;4;909101209;554
99QJ8;4;909110108;754
9T98J;4;910090801;133
9QTJT;4;911100110;619
9K939;4;912090309;142
9AJ69;4;913010609;199
TJJQ4;4;1001011104;719
TJ72J;4;1001070201;939
T33JA;4;1003030113;224
T3933;4;1003090303;311
T3TT9;4;1003101009;773
T4J34;4;1004010304;59
T4T7J;4;1004100701;476
T5JTK;4;1005011012;17
T5556;4;1005050506;234
T5557;4;1005050507;931
T6966;4;1006090606;422
T8J48;4;1008010408;30
T8887;4;1008080807;365
T8TTA;4;1008101013;464
T8AJT;4;1008130110;959
TT4T2;4;1010041002;191
TT82T;4;1010080210;196
TTT72;4;1010100702;605
TTTQ7;4;1010101107;107
TQ3JJ;4;1011030101;361
TQT2T;4;1011100210;654
TQT9T;4;1011100910;131
QJ24Q;4;1101020411;115
QJ55T;4;1101050510;122
QJ7AQ;4;1101071311;47
QJQ9T;4;1101110910;715
Q244J;4;1102040401;967
Q26QQ;4;1102061111;549
Q5557;4;1105050507;455
Q6AQQ;4;1106131111;979
Q8444;4;1108040404;385
Q8884;4;1108080804;204
Q9AQQ;4;1109131111;492
QTTKT;4;1110101210;66
QQ97Q;4;1111090711;905
QK888;4;1112080808;227
QA22J;4;1113020201;585
KJ6J8;4;1201060108;978
KJ66A;4;1201060613;117
KJ8K7;4;1201081207;933
KJKT3;4;1201121003;251
K2KAK;4;1202121312;467
K33JQ;4;1203030111;485
K5444;4;1205040404;833
K64J6;4;1206040106;297
K6KK8;4;1206121208;438
K6KK9;4;1206121209;644
K7J78;4;1207010708;702
K7JA7;4;1207011307;486
K7747;4;1207070407;889
K88QJ;4;1208081101;707
K93JK;4;1209030112;669
K98JJ;4;1209080101;786
KQ22J;4;1211020201;267
KQK8K;4;1211120812;97
KKJ23;4;1212010203;847
KK7KA;4;1212071213;247
KKK3Q;4;1212120311;552
KA5J5;4;1213050105;326
AJQ8Q;4;1301110811;258
A25JJ;4;1302050101;101
A47AJ;4;1304071301;880
A664J;4;1306060401;409
A9J55;4;1309010505;994
A9699;4;1309060909;845
A979J;4;1309070901;7
A9979;4;1309090709;386
AQ333;4;1311030303;753
AK333;4;1312030303;626
AA43A;4;1313040313;88
AA4A5;4;1313041305;431
AA5A7;4;1313051307;706
AA8AQ;4;1313081311;223
AAA6T;4;1313130610;586
J3QQ3;5;103111103;589
J5599;5;105050909;166
J5775;5;105070705;78
J8899;5;108080909;946
J88KK;5;108081212;906
J9933;5;109090303;309
JQ55Q;5;111050511;884
JKAAK;5;112131312;876
222KK;5;202021212;363
22QQQ;5;202111111;555
22AAA;5;202131313;12
23223;5;203020203;825
24J42;5;204010402;546
29292;5;209020902;596
2TJT2;5;210011002;548
2TT22;5;210100202;285
2Q22Q;5;211020211;205
33666;5;303060606;289
3377J;5;303070701;152
33AA3;5;303131303;768
343J4;5;304030104;4
39933;5;309090303;877
39939;5;309090309;437
3KK33;5;312120303;756
43334;5;403030304;987
44555;5;404050505;809
44888;5;404080808;634
44AA4;5;404131304;871
44AAA;5;404131313;540
47477;5;407040707;980
477J4;5;407070104;50
49499;5;409040909;282
4TT44;5;410100404;280
4Q4QQ;5;411041111;356
4A4AJ;5;413041301;229
53353;5;503030503;712
55J33;5;505010303;897
555TT;5;505051010;484
555AA;5;505051313;271
55775;5;505070705;524
558J8;5;505080108;580
56556;5;506050506;301
566J5;5;506060105;853
57577;5;507050707;439
5KKK5;5;512121205;855
63633;5;603060303;13
64446;5;604040406;830
66222;5;606020202;632
66565;5;606050605;747
66622;5;606060202;745
66644;5;606060404;862
67667;5;607060607;623
68886;5;608080806;269
6K6K6;5;612061206;907
6KK6J;5;612120601;161
6A6JA;5;613060113;541
6AAA6;5;613131306;970
74474;5;704040704;953
77227;5;707020207;597
77999;5;707090909;403
77TTJ;5;707101001;995
77QQ7;5;707111107;534
79797;5;709070907;349
7K7JK;5;712070112;886
82288;5;802020808;873
83383;5;803030803;722
85585;5;805050805;415
87887;5;807080807;921
88777;5;808070707;448
88QJQ;5;808110111;509
88QQ8;5;808111108;405
88KK8;5;808121208;376
88KKK;5;808121212;127
88A8A;5;808130813;188
89889;5;809080809;14
8T8JT;5;810080110;290
8Q8QQ;5;811081111;65
8A8AA;5;813081313;27
9J696;5;901060906;991
95559;5;905050509;278
9KK9K;5;912120912;333
TJT55;5;1001100505;751
T99T9;5;1009091009;530
TT33T;5;1010030310;185
TT6T6;5;1010061006;779
TT7T7;5;1010071007;692
TT88T;5;1010080810;912
TT9T9;5;1010091009;71
TTT22;5;1010100202;652
TTKKT;5;1010121210;29
TTAAT;5;1010131310;427
TKTKJ;5;1012101201;102
TAAAT;5;1013131310;273
QJQ99;5;1101110909;958
Q333Q;5;1103030311;181
Q4Q44;5;1104110404;330
Q6QQ6;5;1106111106;914
Q9Q99;5;1109110909;600
QTTQT;5;1110101110;465
QTQTQ;5;1110111011;887
QQJ44;5;1111010404;878
QQ555;5;1111050505;525
QQ77Q;5;1111070711;73
QQ99Q;5;1111090911;701
QQQ33;5;1111110303;495
QQQ55;5;1111110505;193
QKQKK;5;1112111212;937
KJK44;5;1201120404;228
K4K4K;5;1204120412;51
K66KK;5;1206061212;615
KQQQK;5;1211111112;670
KK555;5;1212050505;699
KK7K7;5;1212071207;588
KK999;5;1212090909;944
KKTTK;5;1212101012;70
AJ22A;5;1301020213;512
AJATT;5;1301131010;52
A3A3A;5;1303130313;307
A7A77;5;1307130707;130
AKAKK;5;1312131212;693
AA5A5;5;1313051305;272
AA77A;5;1313070713;790
AAAQQ;5;1313131111;337
JJ225;6;101020205;100
JJ229;6;101020209;62
JJ6QQ;6;101061111;214
J228J;6;102020801;817
J3353;6;103030503;838
J3393;6;103030903;544
J344J;6;103040401;321
J3666;6;103060606;43
J4494;6;104040904;215
J4A4J;6;104130401;98
J77JT;6;107070110;219
J7767;6;107070607;379
J8555;6;108050505;236
J8828;6;108080208;507
J9996;6;109090906;392
J9QQQ;6;109111111;109
JT88J;6;110080801;661
JTTJ2;6;110100102;808
JQJ3Q;6;111010311;610
JQQJ5;6;111110105;511
JQQ6Q;6;111110611;500
JKJ5J;6;112010501;411
JKKJA;6;112120113;15
JAAJT;6;113130110;387
JAAA5;6;113131305;21
22JQ2;6;202011102;522
222J9;6;202020109;879
2222A;6;202020213;681
22522;6;202050202;789
22822;6;202080202;604
23222;6;203020202;268
25JJ5;6;205010105;636
2AAJJ;6;213130101;496
3JJ88;6;301010808;390
33233;6;303020303;813
333JT;6;303030110;489
33363;6;303030603;212
3337J;6;303030701;918
333Q3;6;303031103;143
336J3;6;303060103;340
33933;6;303090303;320
34444;6;304040404;631
37333;6;307030303;972
38888;6;308080808;770
3K333;6;312030303;288
3AAJJ;6;313130101;425
4J244;6;401020404;367
4J44A;6;401040413;945
4J4T4;6;401041004;116
4JKKK;6;401121212;714
422J2;6;402020102;696
44J47;6;404010407;46
44J84;6;404010804;313
44244;6;404020404;477
44484;6;404040804;965
44744;6;404070404;863
454J4;6;405040104;201
45444;6;405040404;388
4T444;6;410040404;909
55J65;6;505010605;158
55525;6;505050205;324
55553;6;505050503;380
5555T;6;505050510;296
5555Q;6;505050511;519
555K5;6;505051205;303
55955;6;505090505;704
56666;6;506060606;213
58555;6;508050505;553
5QJ55;6;511010505;782
6JT66;6;601100606;642
6JTTT;6;601101010;951
6266J;6;602060601;769
66JK6;6;606011206;584
66636;6;606060306;765
66667;6;606060607;565
66669;6;606060609;961
666K6;6;606061206;508
67777;6;607070707;383
6QQQQ;6;611111111;952
6KKKK;6;612121212;537
6AAAA;6;613131313;668
7JJJ5;6;701010105;494
7JJ44;6;701010404;840
7JQJ7;6;701110107;362
722J2;6;702020102;582
76J66;6;706010606;966
77477;6;707040707;685
7772J;6;707070201;742
77877;6;707080707;667
77977;6;707090707;526
7T7J7;6;710070107;574
7Q77J;6;711070701;822
7K77J;6;712070701;3
7KKKK;6;712121212;298
7A777;6;713070707;32
833J3;6;803030103;351
83333;6;803030303;551
86666;6;806060606;674
8688J;6;806080801;94
86888;6;806080808;354
87888;6;807080808;851
885JJ;6;808050101;456
88882;6;808080802;253
88Q88;6;808110808;225
88KJ8;6;808120108;108
88K88;6;808120808;898
89888;6;809080808;470
8QQQQ;6;811111111;799
8KKKK;6;812121212;964
8A88J;6;813080801;928
9J959;6;901090509;984
9J9Q9;6;901091109;89
94999;6;904090909;729
97J77;6;907010707;985
9979J;6;909070901;805
99992;6;909090902;129
99995;6;909090905;673
99T99;6;909100909;10
9A999;6;913090909;125
9AAAA;6;913131313;26
TJ3TT;6;1001031010;865
T33JJ;6;1003030101;275
T6666;6;1006060606;53
TTJT2;6;1010011002;943
TT7TT;6;1010071010;217
TT9TT;6;1010091010;710
TTTT6;6;1010101006;353
TTTTK;6;1010101012;162
TTTTA;6;1010101013;962
TQJQQ;6;1011011111;737
TQTTT;6;1011101010;716
TATTJ;6;1013101001;902
TAAAJ;6;1013131301;802
QJQQ8;6;1101111108;860
QJQQA;6;1101111113;305
Q666J;6;1106060601;672
Q7777;6;1107070707;475
Q9999;6;1109090909;176
QTTJT;6;1110100110;179
QQ2QQ;6;1111021111;190
QQ4QQ;6;1111041111;263
QQ5QJ;6;1111051101;724
QQQQ7;6;1111111107;446
QKJKJ;6;1112011201;743
QKKKK;6;1112121212;418
QAQQQ;6;1113111111;211
K444J;6;1204040401;434
K4KKK;6;1204121212;318
KTJJK;6;1210010112;393
KTKKJ;6;1210121201;315
KKJ8J;6;1212010801;679
KKQKJ;6;1212111201;903
KKK3K;6;1212120312;402
KKK7J;6;1212120701;382
KKK9K;6;1212120912;262
KKKKT;6;1212121210;154
AJAKA;6;1301131213;532
A4444;6;1304040404;187
A5555;6;1305050505;197
A5AAA;6;1305131313;468
A6666;6;1306060606;639
A777J;6;1307070701;925
AKKKK;6;1312121212;557
AAJ7A;6;1313010713;276
AA8AA;6;1313081313;559
AAAJ6;6;1313130106;293
AAA3A;6;1313130313;637
AAAQA;6;1313131113;656
JJJJJ;7;101010101;739
JJ8JJ;7;101080101;378
J2222;7;102020202;993
J5555;7;105050505;126
J7J7J;7;107010701;709
J77J7;7;107070107;175
J9J99;7;109010909;680
J9999;7;109090909;397
JQQQJ;7;111111101;243
JAJAA;7;113011313;746
2J22J;7;201020201;39
33JJ3;7;303010103;31
3333J;7;303030301;711
4J44J;7;401040401;85
444J4;7;404040104;908
5J5J5;7;501050105;265
6J6J6;7;601060106;76
666J6;7;606060106;447
7J777;7;701070707;888
8J88J;7;801080801;686
88J88;7;808010808;84
TJTTT;7;1001101010;67
TTJJT;7;1010010110;617
QQQJQ;7;1111110111;781
KKJKJ;7;1212011201;86
KKKKJ;7;1212121201;357
AJAAA;7;1301131313;180
